num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,gross,movie_title,num_voted_users,cast_total_facebook_likes,num_user_for_reviews,budget,actor_2_facebook_likes,imdb_score,movie_facebook_likes
151,117,20,783,11000,13987482,What's Your Number? ,58957,15713,91,20000000,904,6,0
289,95,4,80,788,14291570,Lockout ,82082,1414,236,20000000,447,6.1,10000
76,99,272,62,1000,12181484,Envy ,26390,1189,176,40000000,87,4.8,713
150,96,83,926,26000,13630226,Crank: High Voltage ,112516,30541,223,20000000,968,6.2,0
67,98,11000,967,1000,13383737,Bullets Over Broadway ,29385,4302,86,20000000,979,7.5,979
36,123,6,85,541,13391174,One Night with the King ,5796,908,177,20000000,249,6.3,0
149,101,176,83,3000,12987647,The Quiet American ,24019,3431,199,30000000,268,7.1,983
156,102,563,385,12000,12469811,The Weather Man ,69172,13156,316,22000000,442,6.6,0
64,94,394,565,922,12398628,Undisputed ,21542,2880,88,20000000,855,6.1,977
210,102,192,31,346,13214030,Ghost Town ,60516,500,147,20000000,41,6.7,0
113,108,212,347,969,12232937,12 Rounds ,22823,2799,113,22000000,794,5.6,0
390,116,198,884,17000,12134420,Let Me In ,92237,20258,366,20000000,1000,7.2,25000
5,93,18,181,400,11784000,3 Ninjas Kick Back ,6701,1151,26,20000000,220,4.3,444
248,102,1000,270,734,11169531,Be Kind Rewind ,79855,1778,235,20000000,563,6.4,0
137,103,350,99,5000,11034436,Mrs Henderson Presents ,13505,5637,180,20000000,378,7.1,0
214,115,214,968,14000,12626905,Triple 9 ,32567,27214,106,20000000,12000,6.3,0
104,96,11000,223,11000,10569071,Deconstructing Harry ,35586,11867,131,20000000,474,7.4,0
81,98,4,677,2000,10544143,Three to Tango ,16372,4843,121,20000000,1000,6.1,311
175,101,53,580,14000,13650738,Burnt ,61360,16926,129,20000000,1000,6.6,25000
20,106,277,383,22000,10555348,We're No Angels ,17349,24887,42,20000000,2000,6,855
69,101,11000,2,1000,9714482,Everyone Says I Love You ,30083,1614,140,20000000,612,6.8,0
168,87,0,548,22000,8579684,Death at a Funeral ,89547,24324,199,9000000,557,7.4,0
166,111,0,725,856,9525276,Death Sentence ,60156,3309,299,20000000,742,6.8,0
160,99,52,148,22000,8855646,Everybody's Fine ,49855,23409,117,21000000,1000,7.2,10000
32,88,84,177,650,9109322,Superbabies: Baby Geniuses 2 ,25371,1343,129,20000000,384,1.9,0
72,83,10,69,688,8326035,The Man ,21933,1019,76,33000000,99,5.5,676
53,91,10,436,716,8104069,Code Name: The Cleaner ,9785,2700,26,20000000,537,4.5,233
76,108,54,463,786,8054280,Connie and Carla ,6838,2730,117,20000000,567,6.3,924
15,154,189,388,683,,Sweet Charity ,3454,2172,64,20000000,641,7,548
401,148,0,175,204,8093318,Inherent Vice ,61935,707,242,20000000,178,6.7,18000
31,77,3,593,787,7382993,Doogal ,3851,2185,114,20000000,690,2.8,346
65,110,9,826,997,8888355,Battle of the Year ,7894,3177,25,20000000,941,5,0
26,42,,376,1000,,Perception             ,15612,2240,29,,440,7.5,0
45,83,119,633,885,7001720,An American Carol ,8560,2907,205,12000000,816,4.3,797
260,107,0,99,2000,7268659,Machete Kills ,59248,2848,164,20000000,749,5.6,48000
129,100,17,86,669,6852144,Willard ,15169,1267,213,22000000,429,6.2,0
58,87,29,522,1000,6563357,Strange Wilderness ,18571,4218,120,20000000,794,5.3,847
103,154,608,149,1000,6201757,Topsy-Turvy ,10037,1690,202,10000000,452,7.4,608
45,106,38,975,1000,6420319,Little Boy ,15978,5705,122,20000000,1000,7.4,15000
345,99,0,691,13000,5702083,A Dangerous Method ,80617,23755,190,15000000,10000,6.5,36000
232,100,0,407,21000,5480996,A Scanner Darkly ,89383,39507,293,8700000,18000,7.1,0
116,116,150,956,18000,6002756,Chasing Mavericks ,24997,21200,75,20000000,1000,7.2,13000
148,94,892,81,310,5132655,Alone in the Dark ,37626,838,521,20000000,294,2.3,1000
79,111,650,181,690,5205343,Bandslam ,11958,1573,39,20000000,224,6.4,1000
167,100,143,430,829,5005883,Birth ,29649,2295,361,20000000,681,6.1,0
350,125,78,745,1000,5749134,A Most Violent Year ,45799,3979,180,20000000,969,7,0
25,114,329,544,1000,,Passchendaele ,6904,3493,102,20000000,912,6.5,971
99,119,18,9,20,4234040,Flash of Genius ,14301,64,45,20000000,18,7,0
231,135,162,228,23000,4001121,I'm Not There. ,48346,36398,230,20000000,13000,7,0
119,93,19,619,15000,3749061,The Cold Light of Day ,28629,30134,113,20000000,13000,4.9,0
182,114,0,446,975,3519627,The Brothers Bloom ,41737,3014,105,20000000,877,6.9,0
245,124,0,631,22000,3081925,"Synecdoche, New York ",55842,24732,274,21000000,1000,7.5,13000
174,134,6000,745,893,2298191,Princess Mononoke ,221552,2710,570,2400000000,851,8.4,11000
69,114,22,413,572,2353728,Bon voyage ,4293,1776,53,20000000,548,6.9,235
26,124,42,161,801,2000000,Can't Stop the Music ,2998,1462,74,20000000,174,4.5,1000
168,104,214,430,1000,1900725,The Proposition ,43205,2129,232,2000000,509,7.4,0
27,118,14,400,2000,2246000,Courage ,2302,3384,20,20000000,769,7,0
28,80,121,587,836,1646664,Marci X ,4518,2467,66,20000000,624,2.8,241
146,107,110,722,23000,1190018,Equilibrium ,261317,25088,1137,20000000,876,7.5,20000
67,125,55,2,991,1027749,The Children of Huang Shi ,8087,1003,33,40000000,10,7.1,1000
93,115,115,977,9000,882710,The Yards ,16215,11433,138,24000000,1000,6.4,401
28,88,12,231,979,1064277,The Oogieloves in the Big Balloon Adventure ,14015,1978,83,20000000,532,6.7,831
131,122,11000,188,11000,531009,By the Sea ,7976,22319,61,10000000,11000,5.3,0
105,103,78,101,488,410388,Steamboy ,13727,991,79,2127519898,336,6.9,973
21,101,25,407,18000,375474,The Game of Their Lives ,2613,20354,46,20000000,723,6.2,445
140,101,46,902,33000,578382,All Good Things ,41249,39515,67,,4000,6.3,0
9,107,58,324,699,305070,Rapa Nui ,3843,1592,25,20000000,533,6.4,399
83,86,0,3,46,206678,CJ7 ,11391,82,66,,33,6.5,1000
8,118,8,11,106,146072,Les couloirs du temps: Les visiteurs II ,7147,182,16,140000000,56,6,136
138,107,14,311,403,1183354,Dylan Dog: Dead of Night ,13026,1577,75,20000000,368,5.1,0
42,100,3,442,14000,121972,People I Know ,9868,15612,81,22000000,506,5.5,217
,30,,9,310,,The Doombolt Chase             ,18,344,,,11,7.2,0
92,110,278,181,3000,263365,The Tempest ,6147,3785,36,20000000,602,5.4,0
140,106,448,648,9000,54734,Regression ,20821,10982,62,,750,5.7,0
,7,23,51,344,,The Touch ,118,726,,13000,281,5.2,30
29,102,10,60,483,,Three Kingdoms: Resurrection of the Dragon ,5154,1113,29,25000000,472,6.2,314
29,98,5,716,18000,,Shattered ,25450,20472,118,20000000,867,6.7,0
39,83,0,700,12000,,Zambezia ,5203,15680,11,20000000,857,5.8,1000
2,153,0,7,109,,Ramanujan ,102,164,1,,36,7,58
2,98,2,53,729,,Dwegons and Leprechauns ,50,1092,3,20000000,282,4.8,70
,105,23,897,22000,,Hands of Stone ,178,27425,1,20000000,2000,7.2,0
64,96,160,889,14000,,Survivor ,21833,17957,101,20000000,1000,5.6,0
120,105,17,897,12000,,The Frozen Ground ,43879,16355,133,27220000,991,6.4,11000
143,125,43,7,2000,8047690,The Painted Veil ,77656,2608,220,19400000,594,7.5,0
160,184,34,155,486,476270,The Baader Meinhof Complex ,29602,1601,110,20000000,471,7.4,0
92,236,0,232,933,184208848,Dances with Wolves ,186485,2398,382,22000000,839,8,0
286,97,52,384,3000,100292856,Bad Teacher ,160418,5547,296,20000000,957,5.7,16000
43,113,17,551,14000,58571513,Sea of Love ,30213,15914,112,19000000,599,6.8,0
69,95,15,528,1000,51431160,A Cinderella Story ,62861,3092,232,20000000,852,5.9,0
242,103,0,157,611,103001286,Scream ,222018,1212,869,15000000,422,7.2,11000
149,91,17,670,1000,41867960,Thir13en Ghosts ,65512,3023,478,20000000,795,5.5,0
253,146,0,413,888,,The Shining ,610333,2560,1320,19000000,629,8.4,37000
198,116,0,459,1000,210609762,Back to the Future ,732212,3230,809,19000000,690,8.5,39000
147,93,37,545,885,40846082,House on Haunted Hill ,45317,2872,536,19000000,828,5.6,0
36,113,0,256,607,51697449,I Can Do Bad All by Myself ,8346,1465,59,13000000,269,4.1,1000
6,90,97,319,731,,Fight Valley ,60,2374,6,27000000,634,5,1000
181,101,8,110,544,27758465,The Switch ,77987,1292,120,19000000,449,6.1,0
97,95,189,306,500,56127162,Just Married ,57479,2020,205,18000000,308,5.4,0
167,109,93,521,31000,1357042,The Devil's Double ,53977,35561,125,15000000,3000,7.1,14000
,43,,211,341,,"Gone, Baby, Gone             ",29,1462,,,230,6.6,0
47,85,2,402,1000,15911333,Thomas and the Magic Railroad ,2855,2429,119,19000000,539,3.6,663
308,101,42,219,991,39103378,The Crazies ,93272,2609,251,20000000,894,6.5,0
246,125,6000,7,17,10049886,Spirited Away ,417971,44,902,19000000,10,8.6,28000
23,118,0,30,483,,Firestorm ,1904,635,12,,91,6.2,332
29,132,79,1000,14000,8600000,The Bounty ,17982,28094,95,25000000,12000,7,1000
252,131,33,326,876,21483154,The Book Thief ,98741,1985,236,19000000,526,7.6,53000
102,129,51,630,948,8396942,Sex Drive ,72715,4324,103,19000000,822,6.5,0
134,100,14,356,3000,12561,Leap Year ,71276,4094,181,19000000,547,6.4,13000
30,172,75,102,617,,The Fall of the Roman Empire ,6156,1131,91,19000000,134,6.7,560
136,97,31,562,2000,6923891,Take Me Home Tonight ,43867,5519,83,23000000,2000,6.3,0
102,121,33,505,1000,5308553,Won't Back Down ,5147,3260,37,,919,6.4,0
10,92,22,0,2,2119994,The Nutcracker ,1153,2,15,19000000,0,5.7,238
31,116,500,530,12000,1292527,Kansas City ,3536,14579,44,19000000,1000,6.3,228
63,110,44,85,8000,560512,Indignation ,550,8972,3,,691,7.8,599
220,90,15,16000,87000,64255243,The Amityville Horror ,80903,120797,518,19000000,17000,6,0
241,81,0,836,12000,22245861,Adaptation. ,143251,25489,710,19000000,11000,7.7,0
252,97,0,233,654,20433940,Land of the Dead ,78883,1876,662,15000000,529,6.2,0
23,107,15,27,82,,Out of Inferno ,625,151,4,,39,5.7,124
156,118,0,551,40000,10562387,Fear and Loathing in Las Vegas ,213226,43105,648,18500000,693,7.7,15000
192,100,0,985,3000,18439082,The Invention of Lying ,94292,7252,287,18500000,2000,6.4,13000
351,97,89,329,920,150056505,Neighbors ,216581,2771,397,18000000,798,6.4,21000
57,114,55,360,789,119938730,The Mask ,265818,2085,213,18000000,424,6.9,0
99,130,545,697,15000,114968774,Big ,153468,28018,204,18000000,11000,7.3,0
343,82,119,6,332,128505958,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan ,297014,505,1198,18000000,165,7.3,0
163,96,126,584,2000,95001351,Legally Blonde ,131801,4380,548,18000000,788,6.2,0
110,105,12000,643,12000,76400000,Star Trek III: The Search for Spock ,58743,14762,192,17000000,664,6.6,0
233,122,301,457,1000,75072454,The Exorcism of Emily Rose ,96569,2759,522,20000000,539,6.7,0
91,88,31,489,1000,65535067,Deuce Bigalow: Male Gigolo ,59380,2604,202,17000000,489,5.7,0
169,110,179,734,12000,13998282,Left Behind ,24854,15044,374,16000000,1000,3.1,31000
142,103,15,172,723,6061759,The Family Stone ,49077,1615,475,17000000,552,6.3,0
50,106,8,521,748,64955956,Barbershop 2: Back in Business ,10104,3956,69,18000000,656,5.7,265
195,98,72,566,1000,60057639,Bad Santa ,107815,3151,485,18000000,624,7.1,10000
129,68,116,481,8000,53868030,Austin Powers: International Man of Mystery ,183425,10557,425,17000000,503,7,0
156,94,52,261,567,59573085,My Big Fat Greek Wedding 2 ,13562,2259,103,18000000,312,6.1,19000
103,99,42,557,975,52691009,Diary of a Wimpy Kid: Rodrick Rules ,18727,3567,45,21000000,569,6.6,0
217,107,323,794,1000,59735548,Predator ,290949,4223,629,15000000,1000,7.8,13000
134,180,869,521,692,51600000,Amadeus ,270790,3076,549,18000000,670,8.3,16000
146,89,29,458,2000,43818159,Prom Night ,27664,4867,260,20000000,690,3.9,1000
159,97,70,625,2000,86049418,Mean Girls ,245989,5032,554,17000000,1000,7,0
111,113,22,148,727,43601508,Under the Tuscan Sun ,35718,1310,317,18000000,171,6.7,0
187,131,500,555,1000,41300105,Gosford Park ,65201,3261,651,19800000,559,7.3,0
20,44,,650,828,,The O.C.             ,65785,2546,281,,787,7.5,0
44,103,0,805,12000,41382841,Peggy Sue Got Married ,27149,14672,96,18000000,899,6.3,0
588,119,0,529,15000,42335698,Birdman or (The Unexpected Virtue of Ignorance) ,395087,21668,1101,18000000,6000,7.8,114000
415,98,11000,218,594,33404871,Blue Jasmine ,150082,1353,384,18000000,268,7.3,36000
279,111,521,64,97,31471430,United 93 ,83374,313,828,15000000,68,7.6,0
97,94,23,582,2000,30222640,Honey ,36666,4868,144,25000000,1000,5.3,0
60,122,380,2000,18000,26830000,Glory ,101889,32930,365,18000000,11000,7.9,0
27,81,8,341,844,26906039,Spy Hard ,29621,2653,76,18000000,456,5.3,588
212,89,0,606,2000,21378000,The Fog ,46492,4877,335,1000000,826,6.8,7000
110,106,80,723,2000,43853424,Soul Surfer ,35514,5024,114,18000000,795,7.1,15000
45,122,0,191,643,,Catch-22 ,17277,2032,124,18000000,559,7.2,0
190,86,62,59,390,23993605,Observe and Report ,52467,727,248,18000000,258,5.8,0
77,103,130,406,691,26400000,Conan the Destroyer ,62009,2481,109,18000000,476,5.8,2000
151,121,17000,356,22000,45250,Raging Bull ,235133,23008,494,18000000,394,8.3,0
111,109,7,827,2000,22927390,Love Happens ,25344,4947,77,18000000,980,5.6,0
64,109,272,124,155,4250320,Young Sherlock Holmes ,14870,605,86,18000000,144,6.8,0
134,123,64,637,808,22452209,Fame ,14062,5734,82,18000000,720,5,0
450,94,0,223,11000,18329466,127 Hours ,279179,11984,440,18000000,642,7.6,63000
128,94,11000,975,11000,17071230,Small Time Crooks ,31169,23283,192,18000000,11000,6.7,812
68,115,13,111,757,17174870,Center Stage ,15817,1201,210,18000000,220,6.7,0
97,107,24,85,10000,26284475,Love the Coopers ,9051,10691,68,17000000,566,5.7,0
54,91,38,362,17000,16702864,Catch That Kid ,8023,18711,49,18000000,632,5.2,591
99,125,34,1000,16000,15561627,Life as a House ,39105,21622,359,18000000,4000,7.5,0
412,122,0,816,14000,17750583,Steve Jobs ,93548,28933,307,30000000,13000,7.2,23000
107,102,0,529,946,14793904,"I Love You, Beth Cooper ",28209,4072,80,18000000,800,5.3,0
192,90,44,729,12000,15281286,Youth in Revolt ,64646,16004,105,18000000,904,6.5,0
25,98,28,102,372,8000000,The Legend of the Lone Ranger ,1400,927,41,18000000,262,5,346
104,109,128,1000,11000,13491653,The Tailor of Panama ,23728,14995,213,18000000,2000,6.1,813
120,107,0,101,517,,Blow Out ,27629,1067,149,18000000,376,7.4,2000
146,90,31,179,210,10494494,Getaway ,19586,676,109,18000000,193,4.4,4000
124,112,0,177,805,7837632,The Ice Storm ,46396,1466,287,18000000,223,7.5,0
107,94,0,197,712,15155772,And So It Goes ,8895,1673,48,18000000,341,5.7,3000
11,105,6,371,723,8508843,Troop Beverly Hills ,7470,2368,35,18000000,422,5.5,0
93,104,109,202,405,7739049,Being Julia ,10680,847,112,18000000,204,7.1,562
38,112,213,45,567,6734844,9½ Weeks ,29591,711,118,17000000,67,5.9,0
60,108,25,94,1000,6000000,Dragonslayer ,10832,1263,102,18000000,115,6.7,0
184,112,97,231,577,6615578,The Last Station ,15352,1341,82,13000000,416,7,0
148,127,13000,940,40000,5887457,Ed Wood ,142416,56585,420,18000000,13000,7.9,0
217,111,655,405,24000,13362308,Labor Day ,31898,39307,111,18000000,14000,6.9,0
160,126,44,9,627,5701643,Mongol: The Rise of Genghis Khan ,37635,653,165,20000000,12,7.3,0
209,114,0,1000,27000,5694401,RocknRolla ,194489,46944,192,18000000,18000,7.3,12000
40,99,379,251,456,5333658,Megaforce ,2541,1356,54,20000000,278,3.5,0
85,150,0,401,597,4414535,Hamlet ,30618,1645,224,18000000,591,7.8,0
83,117,78,238,989,4806750,Mao's Last Dancer ,6091,1598,53,,258,7.4,0
263,112,337,201,4000,3707794,Midnight Special ,31359,5671,156,18000000,820,6.7,0
128,108,11000,922,11000,3203044,Anything Else ,25165,14843,155,18000000,944,6.4,827
186,116,6,212,25000,4435083,The Railway Man ,27882,39463,119,18000000,14000,7.1,18000
14,60,,405,654,,Unforgettable             ,12854,1906,44,,426,6.7,0
292,144,0,16,63,2222647,The White Ribbon ,52958,167,193,12000000,43,7.8,0
15,92,662,161,662,,Restoration ,436,1498,6,,290,4,378
70,93,28,415,1000,3500000,The Wraith ,10082,2319,100,2700000,695,5.9,0
79,103,154,576,1000,676698,The Salton Sea ,26730,4094,180,18000000,783,7.2,2000
103,93,190,151,364,3419967,Metallica Through the Never ,13359,1083,56,,253,7.2,19000
97,98,34,394,663,,The Informers ,14324,2215,93,18000000,551,5.1,1000
108,334,,30,897,145118,Carlos             ,10111,1032,36,,30,7.7,0
59,114,157,32,84,,I Come with the Rain ,2541,198,20,18000000,35,5.5,342
10,121,0,353,854,229311,One Man's Hero ,899,2705,42,11350000,578,6.2,271
184,87,0,83,1000,,Day of the Dead ,49669,1592,419,3500000,177,7.2,3000
23,92,55,757,1000,,I Am Wrath ,4510,3212,50,18000000,872,5.2,0
112,105,2,69,805,63260,Renaissance ,14325,1185,90,14000000,306,6.7,0
45,90,78,720,2000,,Forsaken ,4693,4142,49,11000000,1000,6.3,0
59,89,130,183,444,,Red Sonja ,30215,1243,95,17900000,312,5,0
195,114,89,920,22000,,Red Lights ,48162,25804,140,14000000,2000,6.2,10000
256,119,99,778,15000,121463226,Superbad ,422606,17584,555,20000000,833,7.6,0
44,103,0,543,923,90485233,Madea Goes to Jail ,9544,3699,45,,619,4.1,804
59,91,512,413,11000,,Wolves ,5693,13545,34,18000000,918,5.3,0
97,98,209,129,158,58006147,Step Up 2: The Streets ,67653,816,108,23000000,152,6.2,0
142,80,19,854,11000,51053787,Hoodwinked! ,45900,14385,247,17500000,979,6.5,0
187,121,83,242,3000,23472900,Hotel Rwanda ,264533,4142,609,17500000,460,8.1,12000
193,94,87,280,866,39687528,Hitman ,140780,2124,376,24000000,794,6.3,0
40,93,148,170,549,7017178,Black Nativity ,1633,1373,17,17500000,269,4.4,0
46,93,32,1000,13000,,The Prince ,13133,16735,101,18000000,1000,4.6,0
38,116,0,50,109,325491,City of Ghosts ,4387,245,67,17500000,67,6,204
239,101,448,83,482,96471845,The Others ,268581,956,1109,17000000,203,7.6,20000
250,154,0,604,2000,85200000,Aliens ,488537,4228,1076,18500000,626,8.4,18000
82,170,165,244,453,72000000,My Fair Lady ,66959,1164,258,17000000,272,7.9,0
140,99,13,681,45000,72219395,I Know What You Did Last Summer ,105585,50284,419,17000000,4000,5.6,0
129,104,42,613,839,82389560,Let's Be Cops ,106820,3627,147,17000000,756,6.5,14000
285,126,729,284,912,71502303,Sideways ,149966,2170,835,12000000,306,7.5,0
91,110,422,422,33000,19179969,Beerfest ,54710,35345,177,17500000,459,6.3,0
318,101,0,598,2000,47000000,Halloween ,157857,4400,1191,300000,742,7.9,12000
283,80,611,576,5000,84961,Hero ,149414,6229,841,31000000,643,7.9,0
52,87,9,503,818,37566230,Good Boy! ,3407,2164,48,17000000,636,5.1,309
56,123,92,849,1000,70492685,The Best Man Holiday ,11600,5306,64,17000000,886,6.7,7000
186,109,248,968,16000,35635046,Smokin' Aces ,121058,19410,482,17000000,988,6.7,3000
178,90,52,298,723,45670855,Saw 3D: The Final Chapter ,67978,1978,279,20000000,346,5.6,12000
140,96,36,486,1000,37939782,40 Days and 40 Nights ,62272,3294,207,17000000,580,5.6,2000
469,125,364,1000,12000,172051787,TRON: Legacy ,264186,25549,665,170000000,10000,6.8,30000
63,82,12,281,8000,30324946,A Night at the Roxbury ,48458,9271,239,17000000,357,6.2,0
148,86,33,583,15000,27854896,Beastly ,64190,17396,129,17000000,976,5.6,16000
265,108,192,580,1000,41777564,The Hills Have Eyes ,129719,4500,855,15000000,1000,6.4,0
75,98,39,428,593,22734486,Dickie Roberts: Former Child Star ,11815,2713,117,17000000,517,5.6,320
113,129,51,89,427,44469602,"McFarland, USA ",23480,952,83,17000000,234,7.4,21000
62,99,17,826,918,24708699,Lottery Ticket ,7991,4797,30,,912,4.9,0
54,105,49,104,680,21160089,ATL ,8522,1538,92,,503,6,874
223,112,36,746,10000,64998368,Pitch Perfect ,213898,12676,250,17000000,751,7.2,36000
50,108,19,505,973,19693891,Summer Catch ,12993,3344,107,34000000,954,4.9,476
125,121,0,244,989,16311763,A Simple Plan ,50656,2365,416,17000000,888,7.5,0
81,89,11,973,1000,12693621,They ,10885,4060,271,17000000,982,4.8,814
37,89,0,323,690,15655665,Larry the Cable Guy: Health Inspector ,9104,2135,112,4000000,400,3.1,110
44,73,11,142,1000,11634458,The Adventures of Elmo in Grouchland ,2045,2020,37,17000000,436,5.8,339
197,132,847,625,3000,27154426,Brooklyn's Finest ,52852,6317,138,17000000,960,6.7,4000
15,154,117,86,715,,55 Days at Peking ,4550,1567,50,9000000,490,6.8,419
543,96,201,58,394,54239856,Evil Dead ,125016,673,789,17000000,150,6.5,70000
112,98,80,399,567,8662318,My Life in Ruins ,15033,2016,75,17000000,503,5.9,0
153,107,80,841,2000,7156725,American Dreamz ,22639,5992,217,19000000,2000,5.5,300
94,134,22,488,1000,15681020,Superman IV: The Quest for Peace ,33570,3007,259,17000000,593,3.6,1000
62,94,8,66,328,7070459,How She Move ,4600,760,18,,122,3.3,238
157,122,47,834,23000,6855137,Running Scared ,88590,27381,419,17000000,979,7.4,0
35,128,9,193,767,2694071,Bobby Jones: Stroke of Genius ,3222,1727,64,,327,6.7,352
21,97,3,161,400,2315683,Shanghai Surprise ,4081,805,28,17000000,193,3,154
236,110,168,96,3000,39825798,The Illusionist ,295375,4210,645,16000000,979,7.6,15000
50,102,4,60,634,2000000,Roar ,1275,1262,27,17000000,537,6.4,0
106,98,541,71,214,1569918,Veronica Guerin ,16234,409,113,17000000,96,6.9,0
106,120,30,55,14000,106869,Escobar: Paradise Lost ,13762,14492,39,17000000,287,6.6,0
173,160,219,215,1000,273420,Southland Tales ,32671,2340,238,17000000,876,5.5,0
41,80,0,168,677,,Dragon Hunters ,10706,1364,39,11000000,262,6.6,0
41,91,22,255,669,,Damnation Alley ,3701,1769,71,17000000,642,5.2,903
145,83,57,62,465,4930798,The Apparition ,16268,730,108,17000000,152,4.1,0
31,102,6,165,3000,59847242,My Girl ,55895,5433,115,16500000,2000,6.8,0
105,122,30,260,21000,220914,Fur: An Imaginary Portrait of Diane Arbus ,13239,25173,97,16800000,3000,6.5,0
236,110,168,96,3000,39825798,The Illusionist ,295375,4210,645,16000000,979,7.6,15000
114,126,0,168,826,43848100,Wall Street ,119150,1607,219,15000000,508,7.4,0
69,136,0,1000,25000,42700000,Sense and Sensibility ,78392,41059,196,16500000,14000,7.7,0
150,120,11,281,11000,18663911,Becoming Jane ,46204,12554,151,16500000,838,7.1,0
72,108,18,433,714,11702090,Sydney White ,37700,2785,50,16500000,701,6.3,0
158,126,26,385,638,13005485,House of Sand and Fog ,56665,2282,469,15000000,624,7.6,0
96,128,608,1000,49000,95860116,Dead Poets Society ,277451,51609,491,16400000,1000,8,23000
84,113,137,481,879,127175354,Dumb & Dumber ,288451,2985,438,16000000,854,7.3,0
114,89,0,62,227,92823600,When Harry Met Sally... ,149108,485,273,16000000,73,7.6,0
79,129,0,359,844,54000000,The Verdict ,26310,2330,154,16000000,617,7.8,0
103,94,480,486,1000,68525609,Road Trip ,132963,3889,302,15600000,490,6.5,0
67,106,48,35,23000,52885587,Varsity Blues ,35312,23369,267,16000000,255,6.4,0
576,100,405,628,996,44667095,The Artist ,190030,4606,583,15000000,897,8,30000
178,89,687,389,10000,42638165,The Unborn ,42182,12183,230,16000000,787,4.8,0
487,94,0,559,13000,45507053,Moonrise Kingdom ,237848,27911,377,16000000,13000,7.8,71000
196,83,473,597,20000,39511038,The Texas Chainsaw Massacre: The Beginning ,56269,26402,366,16000000,4000,5.9,0
24,111,19,107,241,6462576,The Young Messiah ,1449,824,30,18500000,118,5.4,0
56,80,11,499,911,40363530,The Master of Disguise ,18254,3058,307,16000000,521,3.3,1000
406,112,0,250,634,37623143,Pan's Labyrinth ,467234,1322,1083,13500000,269,8.2,27000
3,60,,762,1000,,The Messengers             ,7210,4561,57,,921,6.6,0
51,94,14,635,1000,33357476,See Spot Run ,7392,4194,53,35000000,1000,5.4,393
41,130,309,522,939,28734552,Baby Boy ,9566,3107,81,16000000,881,6.4,1000
138,91,26,638,3000,37300107,The Roommate ,29147,5349,115,16000000,1000,4.8,0
78,91,29,459,861,27087695,Joe Dirt ,41664,2543,205,17700000,593,5.9,0
40,110,23,51,633,30102717,Double Impact ,28736,874,72,15000000,67,5.5,0
285,121,1000,108,175,23618786,Hot Fuzz ,352695,485,687,8000000,115,7.9,17000
124,114,15,650,851,26896744,The Women ,16582,3485,125,16500000,680,4.9,0
275,96,11000,252,19000,23213577,Vicky Cristina Barcelona ,198111,19894,365,15500000,581,7.2,14000
34,270,5,292,908,,Arn: The Knight Templar ,18041,2762,54,25000000,690,6.6,0
81,100,24,851,15000,55461307,Bad Moms ,4654,18786,46,20000000,1000,6.7,18000
67,94,7,95,3000,20627372,Boys and Girls ,13661,3451,134,16000000,240,5.3,487
103,109,7,450,835,16346122,White Oleander ,25549,2572,171,16000000,787,7.2,0
300,107,45,271,24000,16204793,Jennifer's Body ,92712,24805,294,16000000,396,5.1,6000
84,96,22,324,8000,15427192,Drowning Mona ,11768,11078,148,16000000,2000,5.6,492
64,88,11000,233,854,14792779,Radio Days ,24256,1653,91,16000000,410,7.6,0
169,110,179,734,12000,13998282,Left Behind ,24854,15044,374,16000000,1000,3.1,31000
158,113,47,238,21000,19057024,Remember Me ,113963,22088,361,16000000,541,7.2,24000
46,101,6,258,812,14108518,How to Deal ,8215,1882,95,16000000,326,5.7,371
15,105,121,384,11000,13854000,My Stepmother Is an Alien ,21079,14677,55,20000000,3000,5.2,818
68,125,438,372,18000,77324422,Philadelphia ,178731,33865,261,26000000,15000,7.7,0
111,100,9,363,599,15500000,The Thirteenth Floor ,51996,2389,302,16000000,380,7,0
21,97,3,578,1000,11540112,The Cookout ,2385,3835,20,,584,3.6,177
42,108,38,316,940,,Meteor ,5237,1945,90,16000000,416,4.9,392
65,112,28,215,555,4734235,Duets ,8217,1227,123,15000000,403,6,573
109,112,11000,642,11000,4839383,Hollywood Ending ,21613,12766,148,16000000,650,6.6,762
42,95,89,322,1000,4193025,Detroit Rock City ,30682,2518,194,15000000,852,6.8,0
112,110,85,186,1000,5900000,Highlander ,98629,1852,316,16000000,309,7.2,0
146,118,369,295,1000,2849142,Things We Lost in the Fire ,24104,1889,88,16000000,418,7.2,0
36,97,34,465,503,1686429,Steel ,8687,3100,62,16000000,489,2.8,0
230,120,115,310,10000,1984743,The Immigrant ,20616,11019,70,16000000,316,6.6,0
64,135,133,258,898,1666262,The White Countess ,5321,2096,78,16000000,708,6.7,356
393,101,0,888,3000,2319187,Trance ,92640,5056,212,20000000,1000,7,23000
75,92,29,618,939,13922211,Soul Plane ,18271,3935,150,16000000,881,4.4,0
78,106,172,27,172,,Welcome to the Sticks ,30587,329,49,11000000,55,7.1,3000
67,92,6,227,10000,23091,Good ,5664,11091,42,15000000,304,6.2,921
216,161,929,116,488,336467,Enter the Void ,45449,943,192,13000000,289,7.3,23000
54,92,143,613,1000,2964,Vamps ,7444,3086,42,16000000,945,5.1,0
